epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.687,2.2625,2.96727,1.80238,0.00696,0.20064,0.00643,0.00185,3.1429,3.65812,2.8415,0.00032,0.00032,0.00032
2,37.5792,1.44823,1.361,1.18927,0.92688,0.06764,0.2316,0.12724,2.24518,3.103,1.86452,0.0006006,0.0006006,0.0006006
